crimeCategory,latitude,longitude
CHEATING,12.914014,77.610135
CHEATING,12.912454,77.589764
CHEATING,12.931907,77.582326
CHEATING,12.889739,77.557475
CHEATING,13.015072,77.572673
CHEATING,13.014949,77.572643
CHEATING,13.014949,77.572643
CHEATING,13.014814,77.572621
CHEATING,13.015281,77.573148
CHEATING,12.909261,77.518493
CHEATING,12.930373,77.518285
CHEATING,12.971751,77.643297
CHEATING,13.009277,77.671793
CHEATING,13.009273,77.660132
CHEATING,12.961085,77.582684
CHEATING,12.965794,77.579129
CHEATING,12.964043,77.584348
CHEATING,13.003966,77.635566
CHEATING,13.004378,77.650679
CHEATING,12.951445,77.642885
CHEATING,13.014945,77.572659
CHEATING,12.943858,77.534074
CHEATING,13.014828,77.57287
CHEATING,13.014828,77.572871
CHEATING,13.009792,77.542602
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,13.014419,77.551357
CHEATING,13.014024,77.525495
CHEATING,13.018969,77.529392
CHEATING,13.014098,77.529151
CHEATING,13.014649,77.533824
CHEATING,12.926769,77.516326
CHEATING,12.918933,77.520259
CHEATING,12.918935,77.520204
CHEATING,12.984985,77.557833
CHEATING,12.960057,77.51464
CHEATING,12.949495,77.597839
CHEATING,13.003978,77.533359
CHEATING,12.965809,77.585585
CHEATING,13.009274,77.659864
CHEATING,12.982001,77.605685
CHEATING,12.982043,77.601271
CHEATING,12.833408,77.53615
CHEATING,12.945203,77.526875
CHEATING,12.949519,77.542892
CHEATING,12.949115,77.525229
CHEATING,12.920731,77.607731
CHEATING,12.958336,77.53572
CHEATING,12.97608,77.60321
CHEATING,12.969153,77.600728
CHEATING,12.972376,77.595064
CHEATING,12.972996,77.616706
CHEATING,12.9263,77.6099
CHEATING,12.979825,77.570922
CHEATING,13.018961,77.67858
CHEATING,12.948802,77.549062
CHEATING,12.958377,77.54193
CHEATING,12.999298,77.619724
CHEATING,12.997449,77.614668
CHEATING,12.995397,77.657634
CHEATING,12.972254,77.663276
CHEATING,12.971762,77.62033
CHEATING,12.986681,77.605811
CHEATING,12.958845,77.577669
CHEATING,12.954151,77.580146
CHEATING,12.848282,77.654127
CHEATING,13.006576,77.626093
CHEATING,12.999194,77.615789
CHEATING,12.849339,77.652385
CHEATING,12.848282,77.654206
CHEATING,12.994881,77.529719
CHEATING,12.993471,77.547506
CHEATING,12.956655,77.545462
CHEATING,12.989675,77.538965
CHEATING,12.990175,77.537687
CHEATING,12.988618,77.538284
CHEATING,12.993368,77.545957
CHEATING,12.994538,77.551708
CHEATING,12.988618,77.538284
CHEATING,12.991698,77.529401
CHEATING,12.990454,77.545657
CHEATING,12.923354,77.668173
CHEATING,12.908809,77.66316
CHEATING,12.922247,77.662589
CHEATING,12.922247,77.662589
CHEATING,12.928063,77.666158
CHEATING,12.922247,77.662589
CHEATING,12.900778,77.659832
CHEATING,12.926533,77.665225
CHEATING,12.967871,77.570154
CHEATING,12.974651,77.570104
CHEATING,13.011561,77.613313
CHEATING,13.011561,77.613313
CHEATING,13.001885,77.520978
CHEATING,13.009816,77.518237
CHEATING,13.008401,77.616108
CHEATING,12.889649,77.571555
CHEATING,12.895263,77.595894
CHEATING,12.906987,77.598583
CHEATING,12.902494,77.579547
CHEATING,12.893055,77.588588
CHEATING,12.902927,77.575392
CHEATING,13.012555,77.530128
CHEATING,12.846248,77.640281
CHEATING,12.832377,77.594742
CHEATING,12.920715,77.588766
CHEATING,12.912085,77.573143
CHEATING,12.934376,77.583797
CHEATING,12.919463,77.577618
CHEATING,12.92671,77.583171
CHEATING,12.932287,77.583367
CHEATING,12.916929,77.578171
CHEATING,12.902653,77.581962
CHEATING,13.014276,77.614949
CHEATING,12.966716,77.566684
CHEATING,12.966716,77.566684
CHEATING,12.986626,77.523267
CHEATING,12.986036,77.513563
CHEATING,12.986483,77.526594
CHEATING,12.98043,77.511438
CHEATING,12.990194,77.612048
CHEATING,12.994676,77.607701
CHEATING,12.847294,77.647828
CHEATING,12.898615,77.622765
CHEATING,12.895259,77.627539
CHEATING,12.891056,77.621829
CHEATING,12.849531,77.648319
CHEATING,13.0199,77.617
CHEATING,12.906782,77.547643
CHEATING,12.922539,77.669769
CHEATING,12.893092,77.666277
CHEATING,12.906207,77.678491
CHEATING,12.918137,77.664968
CHEATING,12.900778,77.659832
CHEATING,12.921618,77.665183
CHEATING,12.927232,77.676155
CHEATING,12.906795,77.677293
CHEATING,12.918137,77.664968
CHEATING,12.911971,77.640688
CHEATING,12.902873,77.661369
CHEATING,12.920788,77.668918
CHEATING,12.927034,77.662287
CHEATING,12.927108,77.676877
CHEATING,12.891583,77.667604
CHEATING,12.90092,77.677808
CHEATING,12.999242,77.615662
CHEATING,12.999252,77.619596
CHEATING,12.996833,77.609467
CHEATING,12.999234,77.619593
CHEATING,12.890063,77.577024
CHEATING,12.890063,77.577024
CHEATING,12.902497,77.588548
CHEATING,12.902619,77.582063
CHEATING,12.882861,77.583482
CHEATING,12.890063,77.577024
CHEATING,12.901274,77.578247
CHEATING,12.872312,77.657375
CHEATING,12.858303,77.676947
CHEATING,12.854544,77.671373
CHEATING,12.86432,77.65583
CHEATING,12.992426,77.619672
CHEATING,12.877285,77.58416
CHEATING,13.012968,77.546746
CHEATING,12.902619,77.582063
CHEATING,12.902584,77.582573
CHEATING,12.890063,77.577024
CHEATING,12.902703,77.582176
CHEATING,12.915959,77.663949
CHEATING,12.959318,77.530884
CHEATING,12.9524713,77.5410499
CHEATING,12.9416928,77.5241471
CHEATING,12.941389,77.516546
CHEATING,12.923984,77.674001
CHEATING,12.94074,77.611467
CHEATING,12.941305,77.607529
CHEATING,12.941305,77.607529
CHEATING,12.947485,77.601918
CHEATING,12.914247,77.67754
CHEATING,12.950312,77.54642
CHEATING,12.9514754,77.5464128
CHEATING,12.934781,77.609197
CHEATING,12.945109,77.598404
CHEATING,12.9502191,77.5429105
CHEATING,12.906623,77.663254
CHEATING,12.919515,77.667074
CHEATING,12.9688098,77.5163504
CHEATING,12.949206,77.543357
CHEATING,12.951582,77.540202
CHEATING,12.902657,77.661173
CHEATING,12.928921,77.676652
CHEATING,12.940498,77.524897
CHEATING,12.951324,77.540251
CHEATING,12.943159,77.525073
CHEATING,12.906919,77.675523
CHEATING,12.927721,77.669144
CHEATING,12.934694,77.568897
CHEATING,12.929067,77.560607
CHEATING,12.925634,77.55164
CHEATING,12.916895,77.552607
CHEATING,12.920198,77.563136
CHEATING,12.97675,77.57528
CHEATING,12.922947,77.569273
CHEATING,12.91551,77.521656
CHEATING,12.928277,77.573952
CHEATING,12.93455,77.574322
CHEATING,12.914423,77.677343
CHEATING,12.894718,77.664008
CHEATING,12.941305,77.607529
CHEATING,12.947636,77.6187819
CHEATING,12.937937,77.6086579
CHEATING,12.938415,77.6085609
CHEATING,12.919419,77.539211
CHEATING,12.923688,77.543422
CHEATING,12.928413,77.553252
CHEATING,12.922768,77.543653
CHEATING,12.922944,77.553252
CHEATING,12.933468,77.553132
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.991132,77.611979
CHEATING,12.840048,77.663175
CHEATING,12.840048,77.663175
CHEATING,12.991112,77.612046
CHEATING,12.984531,77.611842
CHEATING,12.903434,77.661556
CHEATING,12.908927,77.675181
CHEATING,12.910088,77.676334
CHEATING,12.940793,77.599493
CHEATING,12.943232,77.603678
CHEATING,12.90303,77.663614
CHEATING,12.929422,77.676717
CHEATING,12.9487219,77.5489692
CHEATING,12.949785,77.541497
CHEATING,12.947551,77.5315322
CHEATING,12.907391,77.675668
CHEATING,12.928032,77.678264
CHEATING,12.925924,77.6761619
CHEATING,12.927639,77.673536
CHEATING,12.941211,77.607733
CHEATING,12.941211,77.607733
CHEATING,12.94418,77.608731
CHEATING,12.994504,77.571609
CHEATING,12.996254,77.571694
CHEATING,12.999167,77.569262
CHEATING,12.99832,77.570289
CHEATING,12.98927,77.53973
CHEATING,12.985583,77.552583
CHEATING,12.9834,77.5573
CHEATING,12.97933,77.55366
CHEATING,12.984551,77.550403
CHEATING,12.9812,77.5547
CHEATING,12.969881,77.557311
CHEATING,12.992789,77.556613
CHEATING,12.999145,77.565508
CHEATING,12.99607,77.571474
CHEATING,12.990025,77.563525
CHEATING,12.994504,77.567058
CHEATING,12.999165,77.571612
CHEATING,12.998409,77.570421
CHEATING,13.000771,77.573676
CHEATING,12.996531,77.571351
CHEATING,12.993923,77.571711
CHEATING,12.991646,77.571142
CHEATING,12.999106,77.569315
CHEATING,13.003918,77.571067
CHEATING,13.005956,77.570552
CHEATING,12.998491,77.573099
CHEATING,13.005256,77.562445
CHEATING,12.98749,77.561901
CHEATING,13.0036748943,77.5654704489
CHEATING,13.010044,77.571089
CHEATING,13.017064,77.549196
CHEATING,13.019039,77.594196
CHEATING,13.016997,77.587789
CHEATING,13.014454,77.534684
CHEATING,13.014454,77.53468
CHEATING,12.999126,77.543256
CHEATING,13.004436,77.54885
CHEATING,13.00177,77.54382
CHEATING,13.001,77.52641
CHEATING,13.00276,77.54736
CHEATING,12.91149,77.60232
CHEATING,13.01,77.64
CHEATING,12.994452,77.676775
CHEATING,12.997265,77.671708
CHEATING,12.994496,77.671878
CHEATING,12.997516,77.677852
CHEATING,13.008085,77.527774
CHEATING,13.011415,77.538438
CHEATING,13.013252,77.528896
CHEATING,13.014619,77.522774
CHEATING,12.921343,77.620735
CHEATING,12.919294,77.610111
CHEATING,12.924709,77.617647
CHEATING,12.921645,77.620547
CHEATING,12.921645,77.620547
CHEATING,12.941321,77.617462
CHEATING,12.923361,77.636541
CHEATING,12.924947,77.6214
CHEATING,12.984561,77.550401
CHEATING,12.832325,77.610314
CHEATING,12.968339,77.664685
CHEATING,12.98047,77.57083
CHEATING,12.920078,77.620294
CHEATING,12.917137,77.622791
CHEATING,13.0126,77.5118
CHEATING,13.0098,77.5254
CHEATING,13.0098,77.5254
CHEATING,12.832377,77.640281
CHEATING,12.880792,77.673597
CHEATING,12.863397,77.659622
CHEATING,12.86035,77.67333
CHEATING,12.885453,77.642681
CHEATING,12.883569,77.668498
CHEATING,12.852476,77.65463
CHEATING,12.840711,77.676369
CHEATING,12.848042,77.594742
CHEATING,12.854388,77.656462
CHEATING,12.851142,77.652729
CHEATING,12.849531,77.65463
CHEATING,12.832377,77.594878
CHEATING,13.017268,77.560685
CHEATING,13.019039,77.591269
CHEATING,13.017823,77.518156
CHEATING,13.014454,77.594684
CHEATING,13.018851,77.556869
CHEATING,13.017446,77.556573
CHEATING,13.00814,77.535676
CHEATING,13.0098,77.5254
CHEATING,13.014966,77.520892
CHEATING,13.013853,77.520749
CHEATING,13.0126,77.5118
CHEATING,13.018264,77.55811
CHEATING,12.970799,77.607021
CHEATING,12.959774,77.636089
CHEATING,12.976229,77.628794
CHEATING,12.958435,77.638151
CHEATING,12.974761,77.619028
CHEATING,12.972952,77.616145
CHEATING,12.974261,77.612311
CHEATING,12.975291,77.631256
CHEATING,12.960529,77.567001
CHEATING,12.980416,77.624237
CHEATING,12.954267,77.640009
CHEATING,12.956205,77.641656
CHEATING,12.885457,77.651329
CHEATING,12.967551,77.669799
CHEATING,12.9575,77.67904
CHEATING,12.89539,77.63854
CHEATING,12.900966,77.633181
CHEATING,12.901281,77.645362
CHEATING,12.902212,77.633452
CHEATING,12.963258,77.635241
CHEATING,12.900836,77.669907
CHEATING,12.96833,77.571424
CHEATING,12.95833,77.561424
CHEATING,12.971622,77.568749
CHEATING,12.961187,77.567699
CHEATING,12.957795,77.637489
CHEATING,12.957657,77.638674
CHEATING,12.965412,77.628
CHEATING,12.973803,77.612287
CHEATING,12.970395,77.630647
CHEATING,12.973225,77.617702
CHEATING,12.971609,77.632023
CHEATING,12.980172,77.625658
CHEATING,12.974947,77.608375
CHEATING,12.96355,77.639872
CHEATING,12.96088,77.63837
CHEATING,12.95336,77.55446
CHEATING,12.954179,77.5543
CHEATING,12.958632,77.558535
CHEATING,12.956364,77.555327
CHEATING,12.955009,77.555335
CHEATING,12.953812,77.554067
CHEATING,12.90644,77.637268
CHEATING,12.957765,77.558829
CHEATING,12.97173,77.61936
CHEATING,12.973553,77.619513
CHEATING,12.97418,77.617
CHEATING,12.960409,77.56067
CHEATING,12.959439,77.564907
CHEATING,12.9735333,77.6138371
CHEATING,12.9886,77.5382
CHEATING,12.95704,77.669799
CHEATING,12.9993,77.5285
CHEATING,12.988,77.5375
CHEATING,12.988618,77.538284
CHEATING,12.988618,77.538284
CHEATING,12.927755,77.560151
CHEATING,12.9818,77.5575
CHEATING,12.964688,77.673904
CHEATING,12.964104,77.671582
CHEATING,12.879214,77.624883
CHEATING,12.878228,77.624171
CHEATING,12.879214,77.624883
CHEATING,13.019629,77.640107
CHEATING,13.019144,77.646454
CHEATING,13.008669,77.634142
CHEATING,12.96681,77.587196
CHEATING,12.940324,77.542705
CHEATING,12.933993,77.54688
CHEATING,12.939593,77.551967
CHEATING,12.943688,77.548113
CHEATING,12.941291,77.543651
CHEATING,12.927659,77.537641
CHEATING,12.942374,77.539964
CHEATING,12.940719,77.545098
CHEATING,12.928214,77.541118
CHEATING,12.917925,77.534679
CHEATING,12.967399,77.536011
CHEATING,12.977349,77.637398
CHEATING,12.969867,77.532478
CHEATING,12.964726,77.532586
CHEATING,12.93123,77.538985
CHEATING,12.93258,77.544907
CHEATING,12.93258,77.536492
CHEATING,12.96102,77.51268
CHEATING,12.93258,77.54043
CHEATING,12.93258,77.535668
CHEATING,12.93258,77.544907
CHEATING,12.927507,77.535668
CHEATING,12.940221,77.534591
CHEATING,12.930915,77.547414
CHEATING,12.95811,77.51895
CHEATING,12.9585,77.52615
CHEATING,13.00776,77.59426
CHEATING,12.927358,77.536569
CHEATING,12.935698,77.544059
CHEATING,12.966917,77.518704
CHEATING,12.960198,77.530481
CHEATING,12.954736,77.526313
CHEATING,12.9686,77.53231
CHEATING,12.97518,77.52946
CHEATING,12.96721,77.53563
CHEATING,12.972115,77.537364
CHEATING,12.96974,77.53662
CHEATING,12.976,77.52197
CHEATING,12.934658,77.540594
CHEATING,12.971503,77.521527
CHEATING,12.961082,77.516555
CHEATING,12.929611,77.548699
CHEATING,12.97507,77.523181
CHEATING,12.97866,77.54108
CHEATING,12.9735,77.52367
CHEATING,12.900549,77.518604
CHEATING,12.963656,77.52601
CHEATING,12.958771,77.528591
CHEATING,12.985849,77.526842
CHEATING,12.957131,77.524037
CHEATING,12.950901,77.527084
CHEATING,12.963993,77.52962
CHEATING,12.962083,77.522914
CHEATING,12.96205,77.53387
CHEATING,12.965356,77.52526
CHEATING,12.954046,77.524132
CHEATING,12.957169,77.515851
CHEATING,12.957169,77.515851
CHEATING,12.957169,77.515851
CHEATING,12.957828,77.52969
CHEATING,12.957169,77.515851
CHEATING,12.958552,77.514283
CHEATING,12.962083,77.522914
CHEATING,12.965966,77.533338
CHEATING,12.960892,77.528633
CHEATING,12.958818,77.532781
CHEATING,12.977388,77.52772
CHEATING,12.971833,77.52903
CHEATING,12.971196,77.531599
CHEATING,12.975707,77.542128
CHEATING,12.933942,77.535658
CHEATING,12.928997,77.551933
CHEATING,12.93258,77.544907
CHEATING,12.935649,77.544764
CHEATING,12.961317,77.52593
CHEATING,12.944547,77.519574
CHEATING,12.96802,77.521119
CHEATING,12.989599,77.537889
CHEATING,12.964041,77.526675
CHEATING,12.968564,77.524524
CHEATING,12.956346,77.530629
CHEATING,12.954944,77.529195
CHEATING,12.955526,77.524038
CHEATING,12.955646,77.531382
CHEATING,12.964146,77.528617
CHEATING,12.954175,77.524008
CHEATING,12.93262,77.532303
CHEATING,12.900562,77.534679
CHEATING,12.943541,77.519672
CHEATING,12.959182,77.527829
CHEATING,12.959901,77.531319
CHEATING,12.962666,77.528832
CHEATING,12.964041,77.526675
CHEATING,12.9852712,77.5425741
CHEATING,13.009345,77.637709
CHEATING,12.9928,77.5448
CHEATING,12.911666,77.639309
CHEATING,12.905623,77.641639
CHEATING,12.905623,77.641639
CHEATING,13.013039,77.626179
CHEATING,13.019144,77.646454
CHEATING,12.992427,77.525446
CHEATING,12.976412,77.52409
CHEATING,12.975369,77.524401
CHEATING,12.979857,77.538307
CHEATING,12.977899,77.531735
CHEATING,12.97192,77.53731
CHEATING,12.97697,77.5359
CHEATING,12.9787,77.54089
CHEATING,12.978453,77.524057
CHEATING,12.97309,77.5278
CHEATING,12.97204,77.53746
CHEATING,12.965676,77.533819
CHEATING,12.966063,77.534206
CHEATING,12.977279,77.532518
CHEATING,12.971548,77.536863
CHEATING,12.967778,77.600546
CHEATING,12.958728,77.614971
CHEATING,12.975511,77.606694
CHEATING,12.972368,77.60712
CHEATING,12.97215,77.6081379
CHEATING,12.968489,77.602111
CHEATING,12.96849,77.601582
CHEATING,12.964953,77.598645
CHEATING,12.964799,77.597593
CHEATING,12.965645,77.603588
CHEATING,12.965993,77.60289
CHEATING,12.961492,77.598857
CHEATING,12.965435,77.602502
CHEATING,12.960952,77.59498
CHEATING,12.960023,77.612277
CHEATING,12.965564,77.603153
CHEATING,12.9659,77.605028
CHEATING,12.965608,77.603421
CHEATING,12.955361,77.61391
CHEATING,12.963786,77.606587
CHEATING,12.965606,77.603374
CHEATING,12.972908,77.614138
CHEATING,12.963918,77.6061009
CHEATING,12.965488,77.5975909
CHEATING,12.966265,77.568683
CHEATING,12.971962,77.571492
CHEATING,12.967735,77.570195
CHEATING,12.967161,77.575204
CHEATING,12.958805,77.599509
CHEATING,12.972949,77.601333
CHEATING,12.97557,77.597274
CHEATING,12.974565,77.598556
CHEATING,12.9707,77.5973
CHEATING,12.97855,77.599147
CHEATING,12.976266,77.598309
CHEATING,12.980009,77.599323
CHEATING,12.971832,77.597055
CHEATING,12.973037,77.6012929
CHEATING,12.975054,77.597136
CHEATING,12.978273,77.595207
CHEATING,12.965966,77.598042
CHEATING,12.970186,77.591929
CHEATING,12.978961,77.599256
CHEATING,12.973682,77.612542
CHEATING,12.968692,77.602195
CHEATING,12.969794,77.606122
CHEATING,12.965778,77.602518
CHEATING,12.965801,77.600135
CHEATING,12.957492,77.602944
CHEATING,12.955256,77.613996
CHEATING,12.973551,77.609299
CHEATING,12.955686,77.612833
CHEATING,12.962807,77.600671
CHEATING,12.973373,77.612787
CHEATING,12.960651,77.600818
CHEATING,12.950542,77.544006
CHEATING,12.946895,77.540778
CHEATING,12.943864,77.541437
CHEATING,12.947421,77.532561
CHEATING,12.944699,77.572467
CHEATING,12.969793,77.569019
CHEATING,12.939783,77.57304
CHEATING,12.939783,77.57304
CHEATING,12.945237,77.568012
CHEATING,12.967168,77.568792
CHEATING,12.926382,77.677753
CHEATING,12.941661,77.524971
CHEATING,12.89524,77.677941
CHEATING,12.920181,77.6682059
CHEATING,12.986378,77.631896
CHEATING,12.964651,77.569512
CHEATING,12.964977,77.568887
CHEATING,12.969847,77.570194
CHEATING,12.968494,77.574793
CHEATING,12.964633,77.570443
CHEATING,12.986378,77.631896
CHEATING,12.987589,77.66696
CHEATING,12.977021,77.674831
CHEATING,12.975175,77.666021
CHEATING,12.982458,77.678372
CHEATING,12.971522,77.574173
CHEATING,12.909435,77.625142
CHEATING,12.907298,77.626674
CHEATING,12.980949,77.601209
CHEATING,12.968514,77.578618
CHEATING,12.980105,77.60266
CHEATING,12.983001,77.67629
CHEATING,12.973991,77.67597
CHEATING,12.982458,77.678372
CHEATING,12.973991,77.67597
CHEATING,12.975039,77.670407
CHEATING,12.988062,77.648293
CHEATING,12.87747,77.52644
CHEATING,12.89427,77.63124
CHEATING,12.995003,77.524565
CHEATING,12.999842,77.541129
CHEATING,12.997467,77.549966
CHEATING,12.996397,77.531609
CHEATING,12.991859,77.535954
CHEATING,12.992798,77.527967
CHEATING,12.988422,77.537429
CHEATING,12.988196,77.537734
CHEATING,12.988033,77.536385
CHEATING,12.999407,77.533896
CHEATING,12.988891,77.537946
CHEATING,12.993615,77.542232
CHEATING,12.988618,77.538284
CHEATING,12.9886,77.5382
CHEATING,12.878466,77.624333
CHEATING,12.875554,77.6665
CHEATING,12.878466,77.624333
CHEATING,12.988618,77.538284
CHEATING,12.878466,77.624333
CHEATING,12.988703,77.547209
CHEATING,12.991452,77.5591
CHEATING,12.9985,77.5372
CHEATING,13.000847,77.536063
CHEATING,12.9914,77.5404
CHEATING,12.964033,77.578511
CHEATING,12.910632,77.624943
CHEATING,12.971923,77.574283
CHEATING,12.910023,77.626818
CHEATING,13.011561,77.613313
CHEATING,13.015715,77.605104
CHEATING,12.891056,77.628114
CHEATING,12.889999,77.625904
CHEATING,12.89535,77.635465
CHEATING,12.975632,77.556213
CHEATING,12.944935,77.524024
CHEATING,12.926916,77.576642
CHEATING,12.898463,77.618008
CHEATING,12.896403,77.633011
CHEATING,12.961331,77.512291
CHEATING,13.011561,77.613313
CHEATING,12.971482,77.575928
CHEATING,12.97069,77.576116
CHEATING,12.971771,77.580049
CHEATING,12.978221,77.598888
CHEATING,12.965839,77.598604
CHEATING,12.977125,77.608751
CHEATING,12.972065,77.596254
CHEATING,12.973482,77.601847
CHEATING,12.972373,77.601698
CHEATING,12.972129,77.59641
CHEATING,12.972354,77.601372
CHEATING,12.972926,77.600279
CHEATING,12.973644,77.601918
CHEATING,12.976338,77.602749
CHEATING,13.011561,77.613313
CHEATING,13.011561,77.613313
CHEATING,13.011561,77.613313
CHEATING,13.011561,77.613313
CHEATING,12.967653,77.580494
CHEATING,12.96396,77.573931
CHEATING,12.971824,77.576846
CHEATING,12.973118,77.578104
CHEATING,12.982696,77.609304
CHEATING,12.982295,77.606262
CHEATING,12.979632,77.60361
CHEATING,12.980583,77.603135
CHEATING,12.969505,77.570617
CHEATING,12.968923,77.569926
CHEATING,12.9613,77.6561
CHEATING,12.985967,77.604108
CHEATING,12.991826,77.588776
CHEATING,12.992055,77.588335
CHEATING,12.986177,77.579802
CHEATING,12.980889,77.576714
CHEATING,12.992472,77.594605
CHEATING,13.016704,77.613363
CHEATING,12.985603,77.578018
CHEATING,13.016704,77.613363
CHEATING,13.019601,77.619188
CHEATING,13.018455,77.632133
CHEATING,13.010987,77.614467
CHEATING,13.014627,77.616191
CHEATING,13.012831,77.616417
CHEATING,12.971502,77.584233
CHEATING,12.968724,77.587547
CHEATING,12.973514,77.582937
CHEATING,12.971479,77.5842549
CHEATING,12.96741,77.585155
CHEATING,12.967261,77.582618
CHEATING,12.972864,77.581549
CHEATING,12.969693,77.581721
CHEATING,12.969129,77.582368
CHEATING,12.972828,77.581578
CHEATING,12.969592,77.583639
CHEATING,12.975842,77.587167
CHEATING,12.973453,77.583376
CHEATING,12.9696,77.583528
CHEATING,12.967058,77.582485
CHEATING,12.971401,77.5841979
CHEATING,12.966262,77.581642
CHEATING,12.969025,77.580593
CHEATING,12.970431,77.587286
CHEATING,12.971492,77.584317
CHEATING,12.96599,77.582655
CHEATING,12.972442,77.580643
CHEATING,12.97187,77.580861
CHEATING,12.972768,77.580861
CHEATING,12.965233,77.58225
CHEATING,12.968968,77.586553
CHEATING,12.973494,77.5833499
CHEATING,12.972056,77.585178
CHEATING,12.96811,77.581058
CHEATING,12.951301,77.552417
CHEATING,12.944816,77.56016
CHEATING,12.935295,77.564935
CHEATING,12.946641,77.567607
CHEATING,12.938168,77.556864
CHEATING,12.984101,77.579128
CHEATING,12.984496,77.584698
CHEATING,12.988642,77.598657
CHEATING,12.989935,77.594428
CHEATING,12.991263,77.598161
CHEATING,12.990043,77.597801
CHEATING,12.912293,77.637926
CHEATING,12.912128,77.652103
CHEATING,12.912894,77.638146
CHEATING,12.908356,77.651936
CHEATING,12.912015,77.649022
CHEATING,12.912682,77.653077
CHEATING,12.91221,77.637882
CHEATING,12.946782,77.598176
CHEATING,12.929039,77.618523
CHEATING,12.989929,77.589082
CHEATING,12.98107,77.576688
CHEATING,12.994213,77.586154
CHEATING,12.983899,77.577692
CHEATING,12.915645,77.654253
CHEATING,12.946251,77.55081
CHEATING,12.937095,77.558616
CHEATING,12.94174,77.557004
CHEATING,12.93675,77.5614411
CHEATING,12.972854,77.586495
CHEATING,12.968654,77.587813
CHEATING,12.968505,77.579552
CHEATING,12.966047,77.582559
CHEATING,12.968659,77.579627
CHEATING,12.96548,77.58376
CHEATING,12.968716,77.587596
CHEATING,12.968735,77.587552
CHEATING,12.946204,77.550834
CHEATING,12.946204,77.550834
CHEATING,12.946204,77.550834
CHEATING,12.965526,77.577872
CHEATING,12.970809,77.582515
CHEATING,12.965233,77.58225
CHEATING,12.967642,77.579294
CHEATING,12.972097,77.583888
CHEATING,12.965684,77.584347
CHEATING,12.97225,77.581628
CHEATING,12.943843,77.559577
CHEATING,12.972442,77.587245
CHEATING,12.942953,77.553678
CHEATING,12.950272,77.551879
CHEATING,12.94202,77.553759
CHEATING,12.968918,77.587558
CHEATING,12.93914,77.558274
CHEATING,12.973949,77.582315
CHEATING,12.96773,77.588177
CHEATING,12.9648,77.5812
CHEATING,12.965885,77.578343
CHEATING,12.973561,77.587648
CHEATING,12.965984,77.582371
CHEATING,12.968116,77.587931
CHEATING,12.9648,77.588056
CHEATING,12.942155,77.559341
CHEATING,12.973115,77.587648
CHEATING,12.968819,77.587764
CHEATING,12.968402,77.585501
CHEATING,12.96547,77.590391
CHEATING,12.968253,77.582198
CHEATING,12.967003,77.58677
CHEATING,12.969218,77.587648
CHEATING,12.967786,77.579991
CHEATING,12.973949,77.587315
CHEATING,12.968985,77.58304
CHEATING,12.973501,77.583377
CHEATING,12.970717,77.58677
CHEATING,12.973574,77.583366
CHEATING,12.973545,77.583409
CHEATING,12.973561,77.583722
CHEATING,12.925007,77.593803
CHEATING,12.965653,77.573971
CHEATING,12.932984,77.58268
CHEATING,12.928504,77.584331
CHEATING,12.929224,77.580312
CHEATING,12.917154,77.58385
CHEATING,12.907235,77.58574
CHEATING,12.910147,77.572378
CHEATING,12.836818,77.642909
CHEATING,12.921813,77.57934
CHEATING,12.964245,77.649498
CHEATING,12.911475,77.590275
CHEATING,12.916601,77.562037
CHEATING,12.967482,77.655469
CHEATING,12.948838,77.645315
CHEATING,12.968288,77.657211
CHEATING,12.964813,77.641996
CHEATING,12.959161,77.651621
CHEATING,12.957206,77.642386
CHEATING,12.962014,77.637852
CHEATING,12.960901,77.654859
CHEATING,12.958364,77.656361
CHEATING,12.948574,77.645315
CHEATING,12.95844,77.51027
CHEATING,12.964245,77.649498
CHEATING,13.01,77.64
CHEATING,12.908772,77.578097
CHEATING,12.936631,77.576084
CHEATING,12.911702,77.591218
CHEATING,12.910658,77.588923
CHEATING,12.911277,77.591218
CHEATING,12.910651,77.576917
CHEATING,12.916221,77.575523
CHEATING,12.983825,77.52902
CHEATING,12.985547,77.529301
CHEATING,12.986663,77.513468
CHEATING,12.983591,77.529502
CHEATING,12.984943,77.526838
CHEATING,12.95023,77.60499
CHEATING,12.984547,77.531536
CHEATING,12.95774,77.58217
CHEATING,12.954562,77.587031
CHEATING,12.987171,77.527486
CHEATING,12.979177,77.530364
CHEATING,12.943897,77.534074
CHEATING,12.987966,77.531952
CHEATING,12.984909,77.523882
CHEATING,12.95999,77.57614
CHEATING,12.95734,77.57729
