crimeCategory,latitude,longitude
CASES OF HURT,12.993458,77.511084
CASES OF HURT,13.01925,77.64126
CASES OF HURT,12.850765,77.656147
CASES OF HURT,12.840711,77.594742
CASES OF HURT,12.992376,77.61182
CASES OF HURT,12.850349,77.654127
CASES OF HURT,12.901609,77.629551
CASES OF HURT,12.896099,77.615252
CASES OF HURT,12.895777,77.623921
CASES OF HURT,12.832377,77.65463
CASES OF HURT,12.917142,77.669526
CASES OF HURT,12.914271,77.67633
CASES OF HURT,12.922505,77.66296
CASES OF HURT,12.925176,77.653181
CASES OF HURT,12.899199,77.666758
CASES OF HURT,12.907959,77.678821
CASES OF HURT,12.919397,77.667944
CASES OF HURT,12.915738,77.671613
CASES OF HURT,12.913499,77.665462
CASES OF HURT,12.914049,77.673135
CASES OF HURT,12.923578,77.67351
CASES OF HURT,12.929851,77.677271
CASES OF HURT,12.908936,77.66306
CASES OF HURT,12.927658,77.676085
CASES OF HURT,12.921669,77.663058
CASES OF HURT,12.928408,77.675643
CASES OF HURT,12.911754,77.676604
CASES OF HURT,12.914318,77.676515
CASES OF HURT,12.916576,77.673632
CASES OF HURT,12.903106,77.670226
CASES OF HURT,12.92609,77.67736
CASES OF HURT,12.926058,77.67737
CASES OF HURT,12.914025,77.677604
CASES OF HURT,12.891897,77.667208
CASES OF HURT,12.999248,77.619788
CASES OF HURT,12.999335,77.619756
CASES OF HURT,12.999248,77.619585
CASES OF HURT,12.999237,77.619585
CASES OF HURT,12.999252,77.619845
CASES OF HURT,12.999252,77.619558
CASES OF HURT,12.996048,77.619564
CASES OF HURT,12.999256,77.619582
CASES OF HURT,12.999247,77.610705
CASES OF HURT,12.890063,77.588548
CASES OF HURT,12.902619,77.582063
CASES OF HURT,12.902619,77.582063
CASES OF HURT,12.840329,77.647702
CASES OF HURT,12.871583,77.655911
CASES OF HURT,12.87479,77.652649
CASES OF HURT,12.871063,77.667007
CASES OF HURT,12.853962,77.671388
CASES OF HURT,13.00068,77.621425
CASES OF HURT,12.902517,77.582079
CASES OF HURT,12.902234,77.582857
CASES OF HURT,12.902737,77.582199
CASES OF HURT,12.902584,77.582573
CASES OF HURT,12.951792,77.544653
CASES OF HURT,12.9400248,77.5326953
CASES OF HURT,12.952685,77.535612
CASES OF HURT,12.957835,77.541582
CASES OF HURT,12.957125,77.533562
CASES OF HURT,12.946641,77.542529
CASES OF HURT,12.958357,77.518931
CASES OF HURT,12.9556345,77.532588
CASES OF HURT,12.952648,77.541167
CASES OF HURT,12.9390773,77.5145759
CASES OF HURT,12.945759,77.602036
CASES OF HURT,12.954379,77.544049
CASES OF HURT,12.995683,77.56202
CASES OF HURT,12.94369,77.515169
CASES OF HURT,12.946073,77.617786
CASES OF HURT,12.9563877,77.5452747
CASES OF HURT,12.951775,77.540613
CASES OF HURT,12.936861,77.603946
CASES OF HURT,12.950025,77.61785
CASES OF HURT,12.942623,77.608967
CASES OF HURT,12.929898,77.676058
CASES OF HURT,12.951892,77.538888
CASES OF HURT,12.943856,77.603758
CASES OF HURT,12.944686,77.607947
CASES OF HURT,12.981167,77.544996
CASES OF HURT,12.949657,77.612074
CASES OF HURT,12.950453,77.619324
CASES OF HURT,12.909918,77.675864
CASES OF HURT,12.951119,77.537453
CASES OF HURT,12.996882,77.520947
CASES OF HURT,12.955829,77.537554
CASES OF HURT,12.92046,77.56374
CASES OF HURT,12.87747,77.53902
CASES OF HURT,12.923833,77.54547
CASES OF HURT,12.947844,77.542236
CASES OF HURT,12.917491,77.564963
CASES OF HURT,12.917304,77.565086
CASES OF HURT,12.929257,77.568897
CASES OF HURT,12.92831,77.564614
CASES OF HURT,12.939615,77.607722
CASES OF HURT,12.940414,77.600816
CASES OF HURT,12.940289,77.602119
CASES OF HURT,12.943143,77.541205
CASES OF HURT,12.9524502,77.5244735
CASES OF HURT,12.930773,77.561494
CASES OF HURT,12.933108,77.556307
CASES OF HURT,12.93356,77.55794
CASES OF HURT,12.928885,77.545797
CASES OF HURT,12.930715,77.548688
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.643175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.653175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.983673,77.613696
CASES OF HURT,12.840048,77.663175
CASES OF HURT,12.939632,77.601703
CASES OF HURT,12.948122,77.619095
CASES OF HURT,12.946889,77.617228
CASES OF HURT,12.948122,77.619095
CASES OF HURT,12.9440382,77.6049746
CASES OF HURT,12.946261,77.618387
CASES OF HURT,12.95013,77.61785
CASES OF HURT,12.949565,77.616391
CASES OF HURT,12.927448,77.6763849
CASES OF HURT,12.949565,77.616391
CASES OF HURT,12.94601,77.617764
CASES OF HURT,12.949565,77.616391
CASES OF HURT,12.9492717,77.616659
CASES OF HURT,12.939634,77.601362
CASES OF HURT,12.89868,77.6584799
CASES OF HURT,12.897498,77.6584909
CASES OF HURT,12.922367,77.663115
CASES OF HURT,12.921727,77.663826
CASES OF HURT,12.934613,77.611467
CASES OF HURT,12.943104,77.608892
CASES OF HURT,12.945529,77.601972
CASES OF HURT,12.935865,77.6058218
CASES OF HURT,12.996333,77.569363
CASES OF HURT,12.972442,77.580643
CASES OF HURT,12.988618,77.538284
CASES OF HURT,12.975447,77.543437
CASES OF HURT,12.990616,77.562544
CASES OF HURT,12.995503,77.568929
CASES OF HURT,12.996187,77.568
CASES OF HURT,13.000124,77.52708
CASES OF HURT,13.019039,77.594196
CASES OF HURT,13.019039,77.594196
CASES OF HURT,13.019039,77.594196
CASES OF HURT,13.019186,77.597602
CASES OF HURT,13.014454,77.534684
CASES OF HURT,13.014454,77.594684
CASES OF HURT,13.014454,77.594684
CASES OF HURT,13.014454,77.558413
CASES OF HURT,13.0068033,77.54164
CASES OF HURT,13.009319,77.546889
CASES OF HURT,12.862375,77.675262
CASES OF HURT,12.993047,77.672842
CASES OF HURT,12.988642,77.674033
CASES OF HURT,12.993675,77.672673
CASES OF HURT,12.994885,77.667021
CASES OF HURT,12.994581,77.667265
CASES OF HURT,13.016988,77.530158
CASES OF HURT,13.007096,77.531946
CASES OF HURT,13.017185,77.545942
CASES OF HURT,13.018002,77.534693
CASES OF HURT,13.002371,77.520117
CASES OF HURT,12.917689,77.610314
CASES OF HURT,12.918069,77.622077
CASES OF HURT,12.926677,77.613003
CASES OF HURT,12.93346,77.610609
CASES OF HURT,12.919247,77.612697
CASES OF HURT,12.926876,77.64724
CASES OF HURT,12.923629,77.618214
CASES OF HURT,12.919294,77.620735
CASES OF HURT,12.916971,77.610314
CASES OF HURT,12.92415,77.63782
CASES OF HURT,12.919294,77.63418
CASES OF HURT,12.921501,77.609189
CASES OF HURT,12.92526,77.610962
CASES OF HURT,12.974244,77.580643
CASES OF HURT,12.974244,77.580643
CASES OF HURT,12.916971,77.610314
CASES OF HURT,12.991479,77.674029
CASES OF HURT,12.9209,77.63379
CASES OF HURT,12.832325,77.606616
CASES OF HURT,12.924242,77.61629
CASES OF HURT,12.921645,77.621486
CASES OF HURT,12.9227,77.62113
CASES OF HURT,12.96456,77.6245
CASES OF HURT,13.0098,77.5254
CASES OF HURT,13.0098,77.5254
CASES OF HURT,12.852476,77.656147
CASES OF HURT,12.890802,77.673385
CASES OF HURT,12.87479,77.652649
CASES OF HURT,12.878,77.6644
CASES OF HURT,12.8862,77.65583
CASES OF HURT,12.867842,77.649979
CASES OF HURT,12.850504,77.65648
CASES OF HURT,12.854074,77.6572
CASES OF HURT,12.85149,77.65648
CASES OF HURT,13.014454,77.594684
CASES OF HURT,13.017823,77.518156
CASES OF HURT,13.017823,77.518156
CASES OF HURT,13.017823,77.518156
CASES OF HURT,13.014454,77.534634
CASES OF HURT,13.005817,77.523741
CASES OF HURT,13.009914,77.544688
CASES OF HURT,13.018118,77.558196
CASES OF HURT,13.012586,77.545968
CASES OF HURT,13.014454,77.594684
CASES OF HURT,13.0098,77.5254
CASES OF HURT,13.0098,77.5254
CASES OF HURT,13.0098,77.5254
CASES OF HURT,13.014454,77.594684
CASES OF HURT,13.014454,77.594684
CASES OF HURT,13.014454,77.534684
CASES OF HURT,13.0126,77.5118
CASES OF HURT,13.014454,77.594684
CASES OF HURT,12.975397,77.622522
CASES OF HURT,12.969953,77.678998
CASES OF HURT,12.969674,77.626003
CASES OF HURT,12.970066,77.624822
CASES OF HURT,12.973624,77.628402
CASES OF HURT,12.976582,77.627256
CASES OF HURT,12.96088,77.669522
CASES OF HURT,12.960154,77.556811
CASES OF HURT,12.899187,77.639244
CASES OF HURT,12.90442,77.63876
CASES OF HURT,12.905584,77.64168
CASES OF HURT,12.903194,77.637766
CASES OF HURT,12.906154,77.634232
CASES OF HURT,12.896262,77.642982
CASES OF HURT,12.959956,77.556258
CASES OF HURT,12.962694,77.567353
CASES OF HURT,12.974669,77.625405
CASES OF HURT,12.981104,77.626654
CASES OF HURT,12.957164,77.564578
CASES OF HURT,12.955843,77.552281
CASES OF HURT,12.961579,77.568729
CASES OF HURT,12.954996,77.556202
CASES OF HURT,12.960931,77.559157
CASES OF HURT,12.962724,77.567424
CASES OF HURT,12.962493,77.566794
CASES OF HURT,12.962664,77.566049
CASES OF HURT,12.968839,77.622237
CASES OF HURT,12.90644,77.63727
CASES OF HURT,12.9006,77.6575
CASES OF HURT,12.90628,77.62945
CASES OF HURT,12.958432,77.561928
CASES OF HURT,12.9765,77.6228
CASES OF HURT,12.9619,77.6386
CASES OF HURT,12.974987,77.56444
CASES OF HURT,12.97906,77.62512
CASES OF HURT,12.9708,77.6335
CASES OF HURT,12.9875,77.5508
CASES OF HURT,12.9918,77.5487
CASES OF HURT,12.971891,77.641151
CASES OF HURT,12.9971,77.5336
CASES OF HURT,13.002306,77.531846
CASES OF HURT,12.958316,77.667093
CASES OF HURT,12.964642,77.673728
CASES OF HURT,12.879214,77.624883
CASES OF HURT,12.878184,77.624242
CASES OF HURT,12.879214,77.624883
CASES OF HURT,13.015904,77.637861
CASES OF HURT,13.015904,77.637861
CASES OF HURT,13.015904,77.637861
CASES OF HURT,13.019611,77.640113
CASES OF HURT,13.016062,77.635291
CASES OF HURT,12.964168,77.678967
CASES OF HURT,12.970415,77.665475
CASES OF HURT,13.008381,77.630705
CASES OF HURT,13.007815,77.630007
CASES OF HURT,13.006928,77.627739
CASES OF HURT,12.972686,77.657024
CASES OF HURT,12.98419,77.678025
CASES OF HURT,12.974619,77.679423
CASES OF HURT,12.961335,77.668517
CASES OF HURT,12.923602,77.543494
CASES OF HURT,12.963186,77.669857
CASES OF HURT,12.963186,77.669857
CASES OF HURT,13.01592,77.65289
CASES OF HURT,13.008378,77.630624
CASES OF HURT,13.011053,77.554939
CASES OF HURT,12.969517,77.669799
CASES OF HURT,12.960519,77.666521
CASES OF HURT,12.896115,77.642925
CASES OF HURT,12.940324,77.542705
CASES OF HURT,12.942272,77.537179
CASES OF HURT,12.934065,77.536444
CASES OF HURT,12.938746,77.548689
CASES OF HURT,12.936361,77.536481
CASES OF HURT,12.964621,77.530994
CASES OF HURT,12.920737,77.536492
CASES OF HURT,12.917925,77.534679
CASES OF HURT,12.934165,77.534325
CASES OF HURT,12.96889,77.531934
CASES OF HURT,12.96889,77.531934
CASES OF HURT,12.974447,77.546453
CASES OF HURT,12.9179,77.534668
CASES OF HURT,12.933256,77.54075
CASES OF HURT,12.934555,77.537336
CASES OF HURT,12.927479,77.536388
CASES OF HURT,12.94142,77.548392
CASES OF HURT,12.929459,77.536233
CASES OF HURT,12.940362,77.54043
CASES OF HURT,12.974534,77.518183
CASES OF HURT,12.971681,77.529254
CASES OF HURT,12.94085,77.542702
CASES OF HURT,12.93258,77.544764
CASES OF HURT,12.937281,77.536492
CASES OF HURT,12.937281,77.536492
CASES OF HURT,12.93258,77.535668
CASES OF HURT,12.928204,77.538662
CASES OF HURT,12.939924,77.551099
CASES OF HURT,12.95336,77.52729
CASES OF HURT,12.920583,77.534333
CASES OF HURT,12.93258,77.535668
CASES OF HURT,12.94854,77.521113
CASES OF HURT,12.96063,77.52404
CASES OF HURT,12.945078,77.548693
CASES OF HURT,12.922854,77.536569
CASES OF HURT,12.927358,77.540938
CASES OF HURT,12.95973,77.52421
CASES OF HURT,12.946248,77.519084
CASES OF HURT,12.900549,77.518604
CASES OF HURT,12.900549,77.518604
CASES OF HURT,12.964191,77.526264
CASES OF HURT,12.998294,77.567605
CASES OF HURT,12.942268,77.540349
CASES OF HURT,12.976506,77.523737
CASES OF HURT,12.956257,77.52077
CASES OF HURT,12.96831,77.53072
CASES OF HURT,12.978263,77.537586
CASES OF HURT,12.951903,77.524842
CASES OF HURT,12.957169,77.515851
CASES OF HURT,12.960885,77.52027
CASES OF HURT,12.958272,77.526112
CASES OF HURT,12.972295,77.528332
CASES OF HURT,12.958357,77.518931
CASES OF HURT,12.960185,77.518483
CASES OF HURT,12.962019,77.528961
CASES OF HURT,12.94618,77.525772
CASES OF HURT,12.952637,77.527415
CASES OF HURT,12.946058,77.522423
CASES OF HURT,12.9448,77.523585
CASES OF HURT,12.962083,77.522914
CASES OF HURT,12.944525,77.525096
CASES OF HURT,12.957365,77.524682
CASES OF HURT,12.952972,77.525506
CASES OF HURT,12.959,77.52453
CASES OF HURT,12.94618,77.525772
CASES OF HURT,12.95156,77.528331
CASES OF HURT,12.950901,77.527084
CASES OF HURT,12.96116,77.525878
CASES OF HURT,12.969216,77.531883
CASES OF HURT,12.974399,77.513514
CASES OF HURT,12.953266,77.52894
CASES OF HURT,12.95666,77.52514
CASES OF HURT,12.94438,77.525518
CASES OF HURT,12.959991,77.515115
CASES OF HURT,12.95666,77.52514
CASES OF HURT,12.975498,77.540706
CASES OF HURT,12.967123,77.533024
CASES OF HURT,12.92898,77.55194
CASES OF HURT,12.964512,77.533808
CASES OF HURT,12.93911,77.552441
CASES OF HURT,12.969262,77.528327
CASES OF HURT,12.978354,77.542444
CASES OF HURT,12.932159,77.540909
CASES OF HURT,12.958615,77.517408
CASES OF HURT,12.963725,77.514536
CASES OF HURT,12.953554,77.533343
CASES OF HURT,12.954543,77.52915
CASES OF HURT,12.941606,77.521168
CASES OF HURT,12.93258,77.544907
CASES OF HURT,12.960566,77.529903
CASES OF HURT,12.9861188,77.54174499
CASES OF HURT,12.987333,77.539724
CASES OF HURT,12.997,77.5428
CASES OF HURT,12.998489,77.542503
CASES OF HURT,12.995577,77.543092
CASES OF HURT,12.991645,77.548006
CASES OF HURT,12.995043,77.524477
CASES OF HURT,12.995043,77.524477
CASES OF HURT,12.9868,77.5469
CASES OF HURT,12.988618,77.538284
CASES OF HURT,13.0178,77.55175
CASES OF HURT,12.9971,77.5336
CASES OF HURT,12.9993,77.5285
CASES OF HURT,12.995047,77.542529
CASES OF HURT,12.997443,77.528354
CASES OF HURT,12.998,77.5405
CASES OF HURT,12.95745,77.601215
CASES OF HURT,12.987045,77.539589
CASES OF HURT,12.957142,77.522519
CASES OF HURT,12.897242,77.639987
CASES OF HURT,12.94806,77.52029
CASES OF HURT,12.911666,77.639309
CASES OF HURT,13.013021,77.628221
CASES OF HURT,12.898545,77.640987
CASES OF HURT,13.0193,77.6343
CASES OF HURT,13.014571,77.633218
CASES OF HURT,12.994889,77.537588
CASES OF HURT,12.9993,77.5285
CASES OF HURT,12.996666,77.52868
CASES OF HURT,12.999,77.5367
CASES OF HURT,12.994706,77.536612
CASES OF HURT,13.014571,77.633218
CASES OF HURT,12.97588,77.547274
CASES OF HURT,13.01195,77.623021
CASES OF HURT,12.973959,77.527416
CASES OF HURT,12.972845,77.537228
CASES OF HURT,12.967576,77.606739
CASES OF HURT,12.970969,77.599437
CASES OF HURT,12.96935,77.608707
CASES OF HURT,12.951633,77.604424
CASES OF HURT,12.972187,77.60756
CASES OF HURT,12.95256,77.612948
CASES OF HURT,12.969236,77.605696
CASES OF HURT,12.952441,77.612904
CASES OF HURT,12.974542,77.60977
CASES OF HURT,12.962699,77.596375
CASES OF HURT,12.966285,77.606844
CASES OF HURT,12.950495,77.61315
CASES OF HURT,12.970735,77.607058
CASES OF HURT,12.952911,77.61676
CASES OF HURT,12.9756,77.60279
CASES OF HURT,12.954382,77.615726
CASES OF HURT,12.969821,77.608676
CASES OF HURT,12.95136,77.610753
CASES OF HURT,12.956173,77.612779
CASES OF HURT,12.972247,77.607737
CASES OF HURT,12.969543,77.608452
CASES OF HURT,12.961988,77.596673
CASES OF HURT,12.958535,77.614178
CASES OF HURT,12.95165,77.609037
CASES OF HURT,12.950093,77.6108099
CASES OF HURT,12.952786,77.6126649
CASES OF HURT,12.96561,77.571432
CASES OF HURT,12.966182,77.56921
CASES OF HURT,12.963179,77.569093
CASES OF HURT,12.969205,77.568026
CASES OF HURT,12.965752,77.568624
CASES OF HURT,12.966547,77.614018
CASES OF HURT,12.962248,77.613578
CASES OF HURT,12.97543,77.612026
CASES OF HURT,12.976332,77.59842
CASES OF HURT,12.976631,77.598421
CASES OF HURT,12.97929,77.60212
CASES OF HURT,12.9788,77.604695
CASES OF HURT,12.967545,77.596541
CASES OF HURT,12.975187,77.604078
CASES OF HURT,12.951549,77.613501
CASES OF HURT,12.969347,77.605684
CASES OF HURT,12.950505,77.609809
CASES OF HURT,12.958533,77.614204
CASES OF HURT,12.952632,77.614444
CASES OF HURT,12.95427,77.612868
CASES OF HURT,12.951217,77.613759
CASES OF HURT,12.967427,77.609778
CASES OF HURT,12.968645,77.606044
CASES OF HURT,12.962994,77.611668
CASES OF HURT,12.950938,77.612738
CASES OF HURT,12.953033,77.616773
CASES OF HURT,12.952731,77.61719
CASES OF HURT,12.955366,77.611689
CASES OF HURT,12.944198,77.526734
CASES OF HURT,12.9522202,77.5349072
CASES OF HURT,12.958419,77.542536
CASES OF HURT,12.952512,77.541192
CASES OF HURT,12.9434089,77.5221342
CASES OF HURT,12.942127,77.57868
CASES OF HURT,12.963557,77.566268
CASES OF HURT,12.981362,77.56443
CASES OF HURT,12.944738,77.571983
CASES OF HURT,12.989822,77.605518
CASES OF HURT,12.927994,77.679516
CASES OF HURT,12.959036,77.543869
CASES OF HURT,12.990631,77.605488
CASES OF HURT,12.945014,77.545772
CASES OF HURT,12.952938,77.540326
CASES OF HURT,12.9556333,77.5140128
CASES OF HURT,12.952434,77.536528
CASES OF HURT,12.951632,77.54499
CASES OF HURT,12.955157,77.541287
CASES OF HURT,12.955157,77.541287
CASES OF HURT,12.945553,77.545483
CASES OF HURT,12.922466,77.664186
CASES OF HURT,12.922133,77.662807
CASES OF HURT,12.92327,77.670119
CASES OF HURT,12.966826,77.568517
CASES OF HURT,12.976356,77.570494
CASES OF HURT,12.967889,77.568982
CASES OF HURT,12.968464,77.57809
CASES OF HURT,12.973339,77.571503
CASES OF HURT,12.968049,77.569913
CASES OF HURT,12.97079,77.573182
CASES OF HURT,12.937236,77.575689
CASES OF HURT,12.966208,77.565375
CASES OF HURT,12.969857,77.570202
CASES OF HURT,12.993811,77.639458
CASES OF HURT,12.989631,77.663854
CASES OF HURT,12.977021,77.674831
CASES OF HURT,12.97394,77.673175
CASES OF HURT,13.006752,77.561737
CASES OF HURT,12.991626,77.664285
CASES OF HURT,12.975175,77.666021
CASES OF HURT,12.982975,77.657594
CASES OF HURT,12.993324,77.663851
CASES OF HURT,12.993351,77.643105
CASES OF HURT,12.97646,77.665241
CASES OF HURT,12.989934,77.664625
CASES OF HURT,12.931047,77.608221
CASES OF HURT,12.985469,77.672406
CASES OF HURT,12.985719,77.644881
CASES OF HURT,12.8862,77.620436
CASES OF HURT,12.984938,77.60683
CASES OF HURT,12.984198,77.600638
CASES OF HURT,12.984243,77.611697
CASES OF HURT,12.983139,77.610123
CASES OF HURT,12.981832,77.608288
CASES OF HURT,12.96778,77.565295
CASES OF HURT,12.992744,77.661118
CASES OF HURT,12.976562,77.572383
CASES OF HURT,12.967941,77.574632
CASES OF HURT,12.969493,77.568058
CASES OF HURT,12.996654,77.659252
CASES OF HURT,12.989362,77.646461
CASES OF HURT,12.994898,77.654832
CASES OF HURT,12.994898,77.654832
CASES OF HURT,12.976688,77.665241
CASES OF HURT,12.983374,77.656398
CASES OF HURT,12.995582,77.642094
CASES OF HURT,12.991636,77.643293
CASES OF HURT,12.98454,77.542838
CASES OF HURT,12.984609,77.542815
CASES OF HURT,12.989025,77.544093
CASES OF HURT,12.991819,77.544771
CASES OF HURT,12.983406,77.557284
CASES OF HURT,12.995263,77.5341
CASES OF HURT,12.995848,77.545549
CASES OF HURT,12.987794,77.531684
CASES OF HURT,12.888492,77.620336
CASES OF HURT,12.878466,77.624333
CASES OF HURT,12.988618,77.538284
CASES OF HURT,12.999,77.5367
CASES OF HURT,12.924682,77.522349
CASES OF HURT,13.006843,77.560208
CASES OF HURT,12.993541,77.545641
CASES OF HURT,12.993017,77.549088
CASES OF HURT,12.96478,77.5768
CASES OF HURT,12.967816,77.520145
CASES OF HURT,12.891056,77.622338
CASES OF HURT,12.906042,77.627539
CASES OF HURT,13.01686,77.610185
CASES OF HURT,13.016384,77.60964
CASES OF HURT,13.011561,77.613313
CASES OF HURT,13.011561,77.613313
CASES OF HURT,13.011561,77.613313
CASES OF HURT,13.011561,77.613313
CASES OF HURT,12.971128,77.513137
CASES OF HURT,12.900253,77.629735
CASES OF HURT,12.919447,77.611409
CASES OF HURT,12.9663947,77.576677
CASES OF HURT,13.014946,77.604608
CASES OF HURT,13.011561,77.613313
CASES OF HURT,13.011561,77.613313
CASES OF HURT,13.011561,77.613313
CASES OF HURT,12.9656322,77.5775423
CASES OF HURT,12.964484,77.573879
CASES OF HURT,12.965534,77.574254
CASES OF HURT,12.964291,77.574283
CASES OF HURT,12.984138,77.6034
CASES OF HURT,12.983089,77.610427
CASES OF HURT,12.985871,77.608438
CASES OF HURT,12.965719,77.570054
CASES OF HURT,12.984055,77.603594
CASES OF HURT,12.983006,77.608209
CASES OF HURT,12.991572,77.595519
CASES OF HURT,12.991506,77.585703
CASES OF HURT,13.016704,77.621653
CASES OF HURT,12.987095,77.597258
CASES OF HURT,12.987245,77.597104
CASES OF HURT,12.987734,77.580212
CASES OF HURT,13.016704,77.613363
CASES OF HURT,13.016704,77.613363
CASES OF HURT,13.016704,77.621653
CASES OF HURT,13.009771,77.646591
CASES OF HURT,13.016704,77.621653
CASES OF HURT,13.007807,77.614467
CASES OF HURT,13.006958,77.612685
CASES OF HURT,13.009958,77.617659
CASES OF HURT,13.017139,77.620126
CASES OF HURT,13.016825,77.62782
CASES OF HURT,13.014451,77.621325
CASES OF HURT,13.0186,77.6214
CASES OF HURT,13.0176,77.6197
CASES OF HURT,13.008853,77.615186
CASES OF HURT,13.011923,77.616409
CASES OF HURT,13.010847,77.614395
CASES OF HURT,13.00736,77.617204
CASES OF HURT,13.010298,77.614137
CASES OF HURT,13.005797,77.620377
CASES OF HURT,13.009091,77.613302
CASES OF HURT,13.01967978,77.62627358
CASES OF HURT,13.010987,77.614467
CASES OF HURT,12.905876,77.650196
CASES OF HURT,12.941655,77.556731
CASES OF HURT,12.968618,77.587525
CASES OF HURT,12.966216,77.58867
CASES OF HURT,12.973433,77.583381
CASES OF HURT,12.966009,77.579747
CASES OF HURT,12.967856,77.5788029
CASES OF HURT,12.970235,77.580639
CASES OF HURT,12.97098,77.584554
CASES OF HURT,12.964802,77.594148
CASES OF HURT,12.972442,77.580643
CASES OF HURT,12.936143,77.561426
CASES OF HURT,12.936666,77.557626
CASES OF HURT,12.950711,77.551567
CASES OF HURT,12.942689,77.560993
CASES OF HURT,12.94382,77.563384
CASES OF HURT,12.951056,77.551868
CASES OF HURT,12.943804,77.563383
CASES OF HURT,12.965857,77.580119
CASES OF HURT,12.997391,77.586674
CASES OF HURT,12.994311,77.594328
CASES OF HURT,12.992229,77.582069
CASES OF HURT,12.993899,77.595913
CASES OF HURT,12.924469,77.64989
CASES OF HURT,12.88786,77.648516
CASES OF HURT,12.992388,77.582078
CASES OF HURT,12.913689,77.650147
CASES OF HURT,12.944687,77.555115
CASES OF HURT,12.939361,77.563497
CASES OF HURT,12.945658,77.555656
CASES OF HURT,12.943824,77.563413
CASES OF HURT,12.945882,77.55431
CASES OF HURT,12.948035,77.552894
CASES OF HURT,12.948381,77.550675
CASES OF HURT,12.96862,77.58753
CASES OF HURT,12.968702,77.587548
CASES OF HURT,12.948981,77.551602
CASES OF HURT,12.965749,77.582189
CASES OF HURT,12.948195,77.558119
CASES OF HURT,12.946627,77.55036
CASES OF HURT,12.946627,77.55036
CASES OF HURT,12.941544,77.557866
CASES OF HURT,12.993181,77.593465
CASES OF HURT,12.992641,77.593414
CASES OF HURT,12.935449,77.560151
CASES OF HURT,12.969565,77.583919
CASES OF HURT,12.943774,77.559781
CASES OF HURT,12.940925,77.565398
CASES OF HURT,12.948544,77.55281
CASES OF HURT,12.968742,77.585184
CASES OF HURT,12.917143,77.585895
CASES OF HURT,12.918169,77.587777
CASES OF HURT,12.927271,77.588025
CASES OF HURT,12.929719,77.581863
CASES OF HURT,12.930019,77.581977
CASES OF HURT,12.921344,77.581751
CASES OF HURT,12.923047,77.58199
CASES OF HURT,12.929118,77.580279
CASES OF HURT,12.928802,77.57414
CASES OF HURT,12.958364,77.674831
CASES OF HURT,12.95632,77.562369
CASES OF HURT,12.969791,77.657371
CASES OF HURT,12.943858,77.534074
CASES OF HURT,12.943858,77.534074
CASES OF HURT,13.009682,77.672862
CASES OF HURT,12.945202,77.511456
CASES OF HURT,13.01,77.64
CASES OF HURT,13.01,77.62
CASES OF HURT,13.002268,77.569738
CASES OF HURT,12.915249,77.596836
CASES OF HURT,12.912638,77.595122
CASES OF HURT,12.889739,77.557475
CASES OF HURT,12.964245,77.649498
CASES OF HURT,12.964429,77.644079
CASES OF HURT,12.96442,77.64863
CASES OF HURT,12.98313,77.512395
CASES OF HURT,12.979705,77.525851
CASES OF HURT,12.989966,77.522307
CASES OF HURT,12.987009,77.520597
CASES OF HURT,12.984728,77.510897
CASES OF HURT,12.989066,77.513919
CASES OF HURT,12.987495,77.518396
CASES OF HURT,12.985263,77.530496
CASES OF HURT,12.987537,77.519664
CASES OF HURT,12.98301,77.527802
CASES OF HURT,12.987019,77.519923
CASES OF HURT,12.982476,77.532133
CASES OF HURT,12.988183,77.530372
CASES OF HURT,12.984772,77.532832
CASES OF HURT,12.996496,77.523296
CASES OF HURT,12.985317,77.524048
CASES OF HURT,12.957383,77.576669
CASES OF HURT,12.9636,77.578941
CASES OF HURT,12.959856,77.577646
CASES OF HURT,12.985942,77.51251
CASES OF HURT,12.954562,77.582396
CASES OF HURT,12.986459,77.524342
CASES OF HURT,12.990125,77.528051
CASES OF HURT,12.987532,77.513442
CASES OF HURT,12.980356,77.526721
CASES OF HURT,12.966663,77.650907
CASES OF HURT,12.957421,77.580951
CASES OF HURT,12.954011,77.577082
CASES OF HURT,12.95737,77.577412
CASES OF HURT,12.957278,77.646856
CASES OF HURT,12.95661,77.58355
CASES OF HURT,12.9598,77.57797
CASES OF HURT,12.957,77.58305
CASES OF HURT,12.9571,77.57446
CASES OF HURT,12.95604,77.58546
CASES OF HURT,12.959688,77.579179
CASES OF HURT,12.9571,77.58016
CASES OF HURT,12.959814,77.578784
CASES OF HURT,12.95643,77.57681
CASES OF HURT,12.95847,77.57764
CASES OF HURT,12.96024,77.57768
CASES OF HURT,12.961451,77.57759
CASES OF HURT,12.96269,77.58961
CASES OF HURT,12.96383,77.57702
CASES OF HURT,12.95596,77.57798
CASES OF HURT,12.96383,77.57702
