code,mdy,utmx,utmy,depth_in_m,Info,color_hex,WKT,geometry,longitude,latitude
BE5,11/15/2007,779708.0,1434829.0,2.1,"openwell, house, kumbarpete, no pumping",#006837,MULTIPOINT ((77.5782129604166 12.9663657144236)),MULTIPOINT (77.5782129604166 12.9663657144236),77.5782129604166,12.9663657144236
BE6,11/15/2007,780051.0,1434533.0,7.6,"Borewell, SJP Park, SP road, Water used for park",#66BD63,MULTIPOINT ((77.5813447323917 12.9636604704104)),MULTIPOINT (77.5813447323917 12.9636604704104),77.5813447323917,12.9636604704104
BE7,11/15/2007,781253.0,1434592.0,7.5,"Borewell, Open site, Sampangi rama nagar, new borewell",#66BD63,MULTIPOINT ((77.5924216082698 12.9640833890807)),MULTIPOINT (77.5924216082698 12.9640833890807),77.5924216082698,12.9640833890807
BE8,11/15/2007,781396.0,1434556.0,9.0,"Public borewell, 2nd main road, sampangi rama nagara, pumping 1hr morning and ev",#66BD63,MULTIPOINT ((77.59373537582 12.9637450611632)),MULTIPOINT (77.59373537582 12.9637450611632),77.59373537582,12.9637450611632
BE9,11/15/2007,781377.0,1434481.0,8.7,"Public borewell, sampangi rama nagara, 1 hr puming morning and evening",#66BD63,MULTIPOINT ((77.5935533522212 12.9630692986145)),MULTIPOINT (77.5935533522212 12.9630692986145),77.5935533522212,12.9630692986145
BE10,11/15/2007,781368.0,1434199.0,2.8,"Borewell, open site, Srinivasa colony, Raja ram mohan roy extension, new borewel",#006837,MULTIPOINT ((77.5934440663657 12.9605226988871)),MULTIPOINT (77.5934440663657 12.9605226988871),77.5934440663657,12.9605226988871
BE11,11/15/2007,781229.0,1434274.0,19.7,"Borewell, construction, CKC garden, pumping was on while measuring",#F46D43,MULTIPOINT ((77.592170804339 12.9612129593336)),MULTIPOINT (77.592170804339 12.9612129593336),77.592170804339,12.9612129593336
BE12,11/15/2007,781955.0,1434062.0,4.5,"Openwell, house, Shantinagara, no pumping",#66BD63,MULTIPOINT ((77.5988378415055 12.9592312000406)),MULTIPOINT (77.5988378415055 12.9592312000406),77.5988378415055,12.9592312000406
BE13,11/15/2007,781920.0,1433851.0,22.8,"Borewell, construction house, shantinagara, pumping was on while measuring",#F46D43,MULTIPOINT ((77.5984956947361 12.9573283726222)),MULTIPOINT (77.5984956947361 12.9573283726222),77.5984956947361,12.9573283726222
BE14,11/15/2007,782030.0,1433866.0,28.5,"Borewell, construction appt, shantinagara, puming was on while measuring",#A50026,MULTIPOINT ((77.5995102516973 12.9574537595662)),MULTIPOINT (77.5995102516973 12.9574537595662),77.5995102516973,12.9574537595662
BE15,11/15/2007,782154.0,1434144.0,3.4,"Borewell, house, 2nd cross shantinagara, no pumping, house was stay ordered.",#006837,MULTIPOINT ((77.6006784291444 12.9599536320043)),MULTIPOINT (77.6006784291444 12.9599536320043),77.6006784291444,12.9599536320043
BE16,11/15/2007,782285.0,1433923.0,9.9,"Borewell, construction house, Langford town, water used for construction",#D9EF8B,MULTIPOINT ((77.6018642662591 12.957945200445)),MULTIPOINT (77.6018642662591 12.957945200445),77.6018642662591,12.957945200445
BE17,11/15/2007,782299.0,1434044.0,5.9,"Borewell, construction house, Moyan ville road, water used for construction",#66BD63,MULTIPOINT ((77.6020045701112 12.959036948979)),MULTIPOINT (77.6020045701112 12.959036948979),77.6020045701112,12.959036948979
BE18,11/15/2007,782451.0,1434228.0,22.0,"Borewell, construction appt, norris rd, richmand town. Pumping was on while meas",#F46D43,MULTIPOINT ((77.6034218473081 12.9606850890598)),MULTIPOINT (77.6034218473081 12.9606850890598),77.6034218473081,12.9606850890598
BE19,11/15/2007,782432.0,1434503.0,11.8,"Borewell, opensite, richmand town, new borewell",#D9EF8B,MULTIPOINT ((77.6032726787232 12.9631710117787)),MULTIPOINT (77.6032726787232 12.9631710117787),77.6032726787232,12.9631710117787
BS153,11/22/2007,778722.0,1432777.0,8.9,"Borewell, opensite, vani vilasa road, pumping 10am to 11am",#66BD63,MULTIPOINT ((77.5689407875311 12.9479185970191)),MULTIPOINT (77.5689407875311 12.9479185970191),77.5689407875311,12.9479185970191
BS154,11/22/2007,778796.0,1432567.0,8.5,"Borewell, house, dattatraya road, gandhibazar, pumping morning 1 hr, 1000lpd",#66BD63,MULTIPOINT ((77.5696029038598 12.9460148185198)),MULTIPOINT (77.5696029038598 12.9460148185198),77.5696029038598,12.9460148185198
BS155,11/22/2007,779044.0,1432578.0,1.8,"Openwell, house, HB samaha road, gandhibazar, no pumping",#006837,MULTIPOINT ((77.571888065264 12.946091653034)),MULTIPOINT (77.571888065264 12.946091653034),77.571888065264,12.946091653034
BS156,11/22/2007,779039.0,1432335.0,1.4,"Openwell, house, gandhibazar, no pumping",#006837,MULTIPOINT ((77.5718194939267 12.9438969448847)),MULTIPOINT (77.5718194939267 12.9438969448847),77.5718194939267,12.9438969448847
BS157,11/22/2007,779444.0,1432420.0,8.3,"Openwell, house, basavangudi, no pumping",#66BD63,MULTIPOINT ((77.5755574930402 12.9446279607452)),MULTIPOINT (77.5755574930402 12.9446279607452),77.5755574930402,12.9446279607452
BS158,11/22/2007,779434.0,1432562.0,6.5,"Borewell, construction house, HB samaja road, basavangudi, puming morning 9-9:30",#66BD63,MULTIPOINT ((77.5754785702091 12.9459116372524)),MULTIPOINT (77.5754785702091 12.9459116372524),77.5754785702091,12.9459116372524
BS159,11/22/2007,779389.0,1432724.0,11.7,"Borewell, House, Surveyer street, basavangudi, pumping was on while measuring",#D9EF8B,MULTIPOINT ((77.5750791449138 12.9473791712888)),MULTIPOINT (77.5750791449138 12.9473791712888),77.5750791449138,12.9473791712888
BS160,11/22/2007,779373.0,1432937.0,3.4,"Borewell, Opensite, Vasavi road, VV puram, 2 days no pumping",#006837,MULTIPOINT ((77.5749515496126 12.9493047774471)),MULTIPOINT (77.5749515496126 12.9493047774471),77.5749515496126,12.9493047774471
BS161,11/22/2007,779325.0,1433101.0,4.7,"Borewell, hpuse, Jain temple road, v v puram. 2 days no pumping",#66BD63,MULTIPOINT ((77.5745246739776 12.9507906521666)),MULTIPOINT (77.5745246739776 12.9507906521666),77.5745246739776,12.9507906521666
BS162,11/22/2007,779419.0,1433275.0,2.0,"Openwell, house, opp Sajjanrao school, vv puram, no pumping",#006837,MULTIPOINT ((77.5754066074135 12.9523539332608)),MULTIPOINT (77.5754066074135 12.9523539332608),77.5754066074135,12.9523539332608
BS163,11/22/2007,779551.0,1433248.0,10.0,"Borewell, Park, Sajjanrao circle, pumping was on while measuring, water used for",#D9EF8B,MULTIPOINT ((77.5766198777047 12.9520980025759)),MULTIPOINT (77.5766198777047 12.9520980025759),77.5766198777047,12.9520980025759
BS164,11/22/2007,779713.0,1432999.0,4.6,"Openwell, house, vv puram, pumping 1000 lpd",#66BD63,MULTIPOINT ((77.5780888231262 12.9498338853763)),MULTIPOINT (77.5780888231262 12.9498338853763),77.5780888231262,12.9498338853763
BS165,11/22/2007,779797.0,1433232.0,8.5,"Borewell, Construction house, ayyengar rad, vv puram, pumping morning 9am to 9:3",#66BD63,MULTIPOINT ((77.5788841537967 12.9519310415181)),MULTIPOINT (77.5788841537967 12.9519310415181),77.5788841537967,12.9519310415181
BS166,11/22/2007,779463.0,1433405.0,6.1,"Public borewell, parvatipura,",#66BD63,MULTIPOINT ((77.5758239412163 12.9535242880896)),MULTIPOINT (77.5758239412163 12.9535242880896),77.5758239412163,12.9535242880896
BN1,11/19/2007,779436.0,1437274.0,8.9,"Borewell,Park Opposite Sheshadripuram College, Water used for Park.",#66BD63,MULTIPOINT ((77.5759351122462 12.9884775345037)),MULTIPOINT (77.5759351122462 12.9884775345037),77.5759351122462,12.9884775345037
BN2,11/19/2007,779453.0,1437434.0,9.7,"Borewell, Construction House Iyengar street Sheshadripuram Morning was pump on a",#D9EF8B,MULTIPOINT ((77.5761066175266 12.989921346462)),MULTIPOINT (77.5761066175266 12.989921346462),77.5761066175266,12.989921346462
BN3,11/19/2007,779688.0,1437701.0,4.7,"Borewell Park Serpentine road Kumara Park West, Water used for park, Today is no",#66BD63,MULTIPOINT ((77.5782962925015 12.9923118160434)),MULTIPOINT (77.5782962925015 12.9923118160434),77.5782962925015,12.9923118160434
BN4,11/19/2007,779751.0,1437313.0,2.0,"Openwell, House, Kumara Park East, No Pumping.",#006837,MULTIPOINT ((77.5788404544092 12.9888010520782)),MULTIPOINT (77.5788404544092 12.9888010520782),77.5788404544092,12.9888010520782
BN5,11/19/2007,779768.0,1437161.0,6.0,"Borewell Park  Kumara Park Eastt, New Borewell No Pumping.",#66BD63,MULTIPOINT ((77.5789828798739 12.9874264038248)),MULTIPOINT (77.5789828798739 12.9874264038248),77.5789828798739,12.9874264038248
BN6,11/19/2007,779944.0,1437957.0,3.8,"Borewell, Construction House 5th block Kumara Park West before 2days not Pumping",#006837,MULTIPOINT ((77.5806784346774 12.9946009678764)),MULTIPOINT (77.5806784346774 12.9946009678764),77.5806784346774,12.9946009678764
BN7,11/19/2007,779953.0,1438175.0,2.5,"Openwell, House, 3rd Cross Annayappa Garden No Pumping.",#006837,MULTIPOINT ((77.5807816977627 12.9965694452379)),MULTIPOINT (77.5807816977627 12.9965694452379),77.5807816977627,12.9965694452379
BN8,11/19/2007,780301.0,1438298.0,4.7,"Borewell, Construction House,beside B.D.A. Office, Bellary Road, Water used for",#66BD63,MULTIPOINT ((77.5839989830239 12.9976486753307)),MULTIPOINT (77.5839989830239 12.9976486753307),77.5839989830239,12.9976486753307
BN9,11/19/2007,780856.0,1437347.0,6.5,"Borewell, Construction House,Palace Road, Vasanth Nagara,Pumping was on Morning",#66BD63,MULTIPOINT ((77.5890225946142 12.9890069392844)),MULTIPOINT (77.5890225946142 12.9890069392844),77.5890225946142,12.9890069392844
BN10,11/19/2007,780779.0,1437437.0,7.5,"Borewell, Palace Road Nation Gallery of Modern Arts ,Pumping was on Morning7:00A",#66BD63,MULTIPOINT ((77.5883217176741 12.9898270176046)),MULTIPOINT (77.5883217176741 12.9898270176046),77.5883217176741,12.9898270176046
BN11,11/19/2007,780943.0,1437565.0,2.9,"Openwell, House, Cunningham Road No Pumping.",#006837,MULTIPOINT ((77.5898444298057 12.9909682385566)),MULTIPOINT (77.5898444298057 12.9909682385566),77.5898444298057,12.9909682385566
BN12,11/19/2007,780799.0,1436933.0,2.0,"Borewell, Basava Samithi Basaveswara Road, High Ground. Under Repair.",#006837,MULTIPOINT ((77.5884587818249 12.9852723265162)),MULTIPOINT (77.5884587818249 12.9852723265162),77.5884587818249,12.9852723265162
BN13,11/19/2007,780060.0,1436815.0,4.8,Borewell House  Oppisite Race Course.Under Repair.,#66BD63,MULTIPOINT ((77.5816404039274 12.984274099682)),MULTIPOINT (77.5816404039274 12.984274099682),77.5816404039274,12.984274099682
BN14,11/19/2007,779961.0,1437062.0,5.8,"Borewell, Opensite Crescent Road, New Borewell no pumping.",#66BD63,MULTIPOINT ((77.5807515016366 12.9865144326666)),MULTIPOINT (77.5807515016366 12.9865144326666),77.5807515016366,12.9865144326666
BN15,11/19/2007,780583.0,1436711.0,12.0,"Borewell R.C. College, Pumping was on while Measuring.",#D9EF8B,MULTIPOINT ((77.5864483263542 12.9832867121352)),MULTIPOINT (77.5864483263542 12.9832867121352),77.5864483263542,12.9832867121352
BN16,11/19/2007,780306.0,1436335.0,10.3,"Borewell, Maharani college Palace road Pumping was on Afternoon 12:30PM To 1:00P",#D9EF8B,MULTIPOINT ((77.5838616248849 12.9799155065617)),MULTIPOINT (77.5838616248849 12.9799155065617),77.5838616248849,12.9799155065617
BN17,11/19/2007,780500.0,1436008.0,12.5,"Borewell,Public Health institute Sheshadri Road.Under Repair.",#D9EF8B,MULTIPOINT ((77.5856180865578 12.9769437922622)),MULTIPOINT (77.5856180865578 12.9769437922622),77.5856180865578,12.9769437922622
BN18,11/19/2007,780998.0,1435726.0,21.0,"Borewell, Cubbon Park Pumping was on While Measuring.",#F46D43,MULTIPOINT ((77.5901789092269 12.9743507020297)),MULTIPOINT (77.5901789092269 12.9743507020297),77.5901789092269,12.9743507020297
BN150,11/22/2007,780550.0,1439080.0,9.4,"Borewell, Palace ground, pumping morning, afternoon, evening, 1.5hrs",#D9EF8B,MULTIPOINT ((77.5863659897439 13.004689990715)),MULTIPOINT (77.5863659897439 13.004689990715),77.5863659897439,13.004689990715
BN151,11/22/2007,781525.0,1438602.0,12.3,"Borewell, construction house, Jayamahal extension. Pumping was on while measurin",#D9EF8B,MULTIPOINT ((77.5953030360198 13.0002823485433)),MULTIPOINT (77.5953030360198 13.0002823485433),77.5953030360198,13.0002823485433
BN152,11/22/2007,781769.0,1437987.0,8.5,"Borewell, Deputy chief engg, millers road., bangalore cantonement, pumping 1.5hr",#66BD63,MULTIPOINT ((77.5974929726204 12.9947043403526)),MULTIPOINT (77.5974929726204 12.9947043403526),77.5974929726204,12.9947043403526
BS1,11/16/2007,779414.0,1436252.0,21.5,"Borewell, Construction appartment, Gandhinagara. Pumping was on while measuring.",#F46D43,MULTIPOINT ((77.575637302433 12.9792472692386)),MULTIPOINT (77.575637302433 12.9792472692386),77.575637302433,12.9792472692386
BS2,11/16/2007,779764.0,1435983.0,8.1,"Borewell, Construction appartment,2nd cross Gandhinagara.before 1hr Pumping was",#66BD63,MULTIPOINT ((77.5788362372073 12.9767852886295)),MULTIPOINT (77.5788362372073 12.9767852886295),77.5788362372073,12.9767852886295
BS3,11/16/2007,779803.0,1436055.0,3.3,"Public borewell, Gandhi Nagara. Under repair.",#006837,MULTIPOINT ((77.57920218763 12.9774321383184)),MULTIPOINT (77.57920218763 12.9774321383184),77.57920218763,12.9774321383184
BS4,11/16/2007,779846.0,1436222.0,8.1,"Borewell, Construction Hotelt, Gandhinagara.Wate used for Construction.",#66BD63,MULTIPOINT ((77.5796138400582 12.9789368052013)),MULTIPOINT (77.5796138400582 12.9789368052013),77.5796138400582,12.9789368052013
BS5,11/16/2007,781254.0,1437497.0,7.4,"Borewell,Sampangirama Temple,Vasanth Nagara. Under repair.",#66BD63,MULTIPOINT ((77.5927029088851 12.9903253844018)),MULTIPOINT (77.5927029088851 12.9903253844018),77.5927029088851,12.9903253844018
BS6,11/16/2007,779843.0,1435691.0,13.2,"Borewell,Devanga Sanga K.G.Road, Gandhi Nagara. Before 2days not Pumping.",#D9EF8B,MULTIPOINT ((77.5795367229806 12.9741402833201)),MULTIPOINT (77.5795367229806 12.9741402833201),77.5795367229806,12.9741402833201
BS7,11/16/2007,781204.0,1437613.0,3.3,"Borewell,Construction House 9th cross ,Vasanth Nagara.Water used for Constructio",#006837,MULTIPOINT ((77.5922531981572 12.9913778574886)),MULTIPOINT (77.5922531981572 12.9913778574886),77.5922531981572,12.9913778574886
BS8,11/16/2007,781470.0,1437458.0,7.0,"Borewell,Construction House Cunningham Crescent road. New Borewell No Pumping. .",#66BD63,MULTIPOINT ((77.5946889791006 12.9899532130277)),MULTIPOINT (77.5946889791006 12.9899532130277),77.5946889791006,12.9899532130277
BS9,11/16/2007,781567.0,1437053.0,9.7,"Borewell,Construction House Cunningham  road. Water used for construction Today",#D9EF8B,MULTIPOINT ((77.5955445026332 12.986285762124)),MULTIPOINT (77.5955445026332 12.986285762124),77.5955445026332,12.986285762124
BS10,11/16/2007,781702.0,1436571.0,19.2,"Borewell,Construction Appartment Offisite Income Tax, Pumping was on while measu",#F46D43,MULTIPOINT ((77.5967428179637 12.9819192441129)),MULTIPOINT (77.5967428179637 12.9819192441129),77.5967428179637,12.9819192441129
BS11,11/16/2007,781867.0,1436899.0,4.1,"Borewell,Construction House Tasker Town, Water used for construction .",#66BD63,MULTIPOINT ((77.5982934989115 12.9848670009864)),MULTIPOINT (77.5982934989115 12.9848670009864),77.5982934989115,12.9848670009864
BS12,11/16/2007,782152.0,1436972.0,2.3,"Public borewell,Tasker Town, Under repair.",#006837,MULTIPOINT ((77.6009256309049 12.9855001711479)),MULTIPOINT (77.6009256309049 12.9855001711479),77.6009256309049,12.9855001711479
BS13,11/16/2007,782243.0,1436653.0,9.8,"Borewell,Construction House Hospital road, Shivaji Nagara.2 days not Pumping. Wa",#D9EF8B,MULTIPOINT ((77.601733874954 12.9826101402338)),MULTIPOINT (77.601733874954 12.9826101402338),77.601733874954,12.9826101402338
BS14,11/16/2007,782357.0,1436683.0,14.6,"Borewell,Construction House behind Shivaji Nagara B.M.T.C. Bus stand Pumping was",#D9EF8B,MULTIPOINT ((77.6027867927765 12.982870625705)),MULTIPOINT (77.6027867927765 12.982870625705),77.6027867927765,12.982870625705
BS15,11/16/2007,782760.0,1436319.0,8.6,"Borewell,Construction House Infantry Road,  Water used for construction.",#66BD63,MULTIPOINT ((77.6064646826132 12.9795452924921)),MULTIPOINT (77.6064646826132 12.9795452924921),77.6064646826132,12.9795452924921
BS16,11/16/2007,782362.0,1436394.0,8.57,"Borewell,Construction House Central Street Cubbon Road.  Water used for construc",#66BD63,MULTIPOINT ((77.6028056647201 12.9802595280398)),MULTIPOINT (77.6028056647201 12.9802595280398),77.6028056647201,12.9802595280398
BE20,11/20/2007,780783.0,1434947.0,9.8,"Borewell, Hudson Church, Hudson circle. Water used for garden.",#D9EF8B,MULTIPOINT ((77.5881257079707 12.9673333580291)),MULTIPOINT (77.5881257079707 12.9673333580291),77.5881257079707,12.9673333580291
BE21,11/20/2007,780413.0,1435193.0,7.0,"Public borewell, cubbonpete, under repair.",#66BD63,MULTIPOINT ((77.584740623056 12.9695894752146)),MULTIPOINT (77.584740623056 12.9695894752146),77.584740623056,12.9695894752146
BE22,11/20/2007,780439.0,1434828.0,4.2,"openwell, house, cubbonpete, no puming.",#66BD63,MULTIPOINT ((77.5849460479407 12.9662898746697)),MULTIPOINT (77.5849460479407 12.9662898746697),77.5849460479407,12.9662898746697
BE23,11/20/2007,781890.0,1435449.0,9.5,"borewell, construction house, lavelle road, pumping morning 9:30am to 11:30 am.",#D9EF8B,MULTIPOINT ((77.5983692327318 12.9717664846886)),MULTIPOINT (77.5983692327318 12.9717664846886),77.5983692327318,12.9717664846886
BE24,11/20/2007,782197.0,1435479.0,5.2,"Borewell, St mark's road, head office, SBI, water used for garden",#66BD63,MULTIPOINT ((77.6011998228087 12.9720092194494)),MULTIPOINT (77.6011998228087 12.9720092194494),77.6011998228087,12.9720092194494
BE25,11/20/2007,782604.0,1435556.0,2.5,"openwell, park, rest house road, No Pumping.",#006837,MULTIPOINT ((77.6049559305951 12.972667264845)),MULTIPOINT (77.6049559305951 12.972667264845),77.6049559305951,12.972667264845
BE26,11/20/2007,782930.0,1435649.0,5.0,"borewell, construction house, Brigade Road, Today not Pumping, Water used for Co",#66BD63,MULTIPOINT ((77.6079674655509 12.9734772683914)),MULTIPOINT (77.6079674655509 12.9734772683914),77.6079674655509,12.9734772683914
BE27,11/20/2007,783071.0,1435769.0,3.0,"Borewell, M.G.Road, beside Utility building, Under repair.",#006837,MULTIPOINT ((77.6092775230298 12.9745482367651)),MULTIPOINT (77.6092775230298 12.9745482367651),77.6092775230298,12.9745482367651
BE28,11/20/2007,782947.0,1435535.0,2.2,"openwell, house, Residency Road no puming.",#006837,MULTIPOINT ((77.6081133144128 12.9724459004704)),MULTIPOINT (77.6081133144128 12.9724459004704),77.6081133144128,12.9724459004704
BE29,11/20/2007,782233.0,1434858.0,7.56,"Borewell, Hayes Road, Construction house, Pumping afternoon 1:15PM To 2:00 PM, w",#66BD63,MULTIPOINT ((77.601473090584 12.9663961850165)),MULTIPOINT (77.601473090584 12.9663961850165),77.601473090584,12.9663961850165
BE30,11/20/2007,781396.0,1434704.0,2.4,"openwell,Yellamma Temple, 2nd cross S.R.Nagara. No Pumping.",#006837,MULTIPOINT ((77.5937492300228 12.9650820074843)),MULTIPOINT (77.5937492300228 12.9650820074843),77.5937492300228,12.9650820074843
BE31,11/20/2007,781331.0,1434727.0,2.8,"openwell,, 2nd Main S.R.Nagara. No Pumping.",#006837,MULTIPOINT ((77.5931526816558 12.965295743353)),MULTIPOINT (77.5931526816558 12.965295743353),77.5931526816558,12.965295743353
BE32,11/20/2007,781133.0,1434769.0,4.3,"Public borewell, 4th Main S.R.Nagara, Under repair.",#66BD63,MULTIPOINT ((77.5913328711476 12.9656933162686)),MULTIPOINT (77.5913328711476 12.9656933162686),77.5913328711476,12.9656933162686
BE33,11/21/2007,783240.0,1435355.0,22.0,"Borewell Construction House, M.G Road, Pumping was on while measuring.",#F46D43,MULTIPOINT ((77.6107951489497 12.9707928288431)),MULTIPOINT (77.6107951489497 12.9707928288431),77.6107951489497,12.9707928288431
BE34,11/21/2007,783002.0,1435146.0,4.5,"Borewell Construction House,Ashoka nagara 1day no pump.",#66BD63,MULTIPOINT ((77.6085832755662 12.968926862074)),MULTIPOINT (77.6085832755662 12.968926862074),77.6085832755662,12.968926862074
BE35,11/21/2007,782987.0,1435030.0,4.39,"Public Borewell, P.K.Street Ashoka nagara, Pumping 1hr morning and evening.",#66BD63,MULTIPOINT ((77.6084341896643 12.9678803832524)),MULTIPOINT (77.6084341896643 12.9678803832524),77.6084341896643,12.9678803832524
BE36,11/21/2007,783078.0,1434992.0,2.0,"Public Borewell, Ashoka nagara, Under repair.",#006837,MULTIPOINT ((77.6092687907667 12.9675287122926)),MULTIPOINT (77.6092687907667 12.9675287122926),77.6092687907667,12.9675287122926
BE37,11/21/2007,783478.0,1435104.0,2.2,"Openwell, Dobhi Kshema Sanga Ashoka Nagara, Opposite Hosmat Hospital. No Pumping",#006837,MULTIPOINT ((77.6129636534427 12.968503462365)),MULTIPOINT (77.6129636534427 12.968503462365),77.6129636534427,12.968503462365
BE38,11/21/2007,784052.0,1435524.0,21.5,"Borewell, M.G Road Science College Hostel, Pumping was on While Measuring.",#F46D43,MULTIPOINT ((77.6182903284238 12.9722442655132)),MULTIPOINT (77.6182903284238 12.9722442655132),77.6182903284238,12.9722442655132
BE39,11/21/2007,783876.0,1435560.0,3.0,"Borewell Construction House,M.G.Road New Borewell No Pumping.",#006837,MULTIPOINT ((77.6166726168597 12.9725857780367)),MULTIPOINT (77.6166726168597 12.9725857780367),77.6166726168597,12.9725857780367
BE40,11/21/2007,784223.0,1435800.0,3.2,"Openwell, House Ulsoor Road, No Pumping.",#006837,MULTIPOINT ((77.6198915006433 12.9747215742436)),MULTIPOINT (77.6198915006433 12.9747215742436),77.6198915006433,12.9747215742436
BE41,11/21/2007,784077.0,1435806.0,2.6,"Openwell, House Ulsoor Road, No Pumping.No Information.",#006837,MULTIPOINT ((77.6185472694186 12.9747893196447)),MULTIPOINT (77.6185472694186 12.9747893196447),77.6185472694186,12.9747893196447
BE42,11/21/2007,784088.0,1436116.0,3.6,"Openwell, House Haudin Road, No Pumping.",#006837,MULTIPOINT ((77.6186779150429 12.977588601526)),MULTIPOINT (77.6186779150429 12.977588601526),77.6186779150429,12.977588601526
BE43,11/21/2007,783855.0,1436435.0,3.4,"Openwell, House Gangadhara chetty Road, No Pumping.",#006837,MULTIPOINT ((77.6165618952407 12.9804918164178)),MULTIPOINT (77.6165618952407 12.9804918164178),77.6165618952407,12.9804918164178
BE45,11/21/2007,782585.0,1433921.0,21.1,"Borewell Construction House,Longford Town,Pumping was on While Measuring.",#F46D43,MULTIPOINT ((77.6046272133983 12.9578995043175)),MULTIPOINT (77.6046272133983 12.9578995043175),77.6046272133983,12.9578995043175
BE46,11/21/2007,782692.0,1433950.0,8.0,"Borewell house, Longford Town, Under repair.",#66BD63,MULTIPOINT ((77.6056154556453 12.9581516096177)),MULTIPOINT (77.6056154556453 12.9581516096177),77.6056154556453,12.9581516096177
BE47,11/21/2007,782612.0,1434409.0,22.1,"Borewell Construction House,Alfred Street, Richmond Town, Pumping was on While M",#F46D43,MULTIPOINT ((77.6049217572152 12.9623052879779)),MULTIPOINT (77.6049217572152 12.9623052879779),77.6049217572152,12.9623052879779
BE48,11/21/2007,782705.0,1434706.0,9.3,"Borewell Construction House,Leonard Lane,  Richmond Town,New Borewell, No Pumpin",#D9EF8B,MULTIPOINT ((77.6058062719405 12.9649796135431)),MULTIPOINT (77.6058062719405 12.9649796135431),77.6058062719405,12.9649796135431
BW1,11/7/2007,778075.0,1436699.0,2.55,"Openwell, Vatal Nagaraj Road, Okalipuram. No Pumping.",#006837,MULTIPOINT ((77.5633445353492 12.9834072179369)),MULTIPOINT (77.5633445353492 12.9834072179369),77.5633445353492,12.9834072179369
BW2,11/7/2007,778163.0,1436656.0,9.2,"Borewell,Silk Bhavan,Vatal Nagaraj Road,Okalipuram. Pumping was on While measuri",#D9EF8B,MULTIPOINT ((77.5641511775155 12.9830107751409)),MULTIPOINT (77.5641511775155 12.9830107751409),77.5641511775155,12.9830107751409
BW3,11/7/2007,778458.0,1436651.0,10.0,"Borewell,C.Y.C.D,Vatal Nagaraj Road,Okalipuram. Pumping was on While measuring,1",#D9EF8B,MULTIPOINT ((77.5668681497597 12.9829387809155)),MULTIPOINT (77.5668681497597 12.9829387809155),77.5668681497597,12.9829387809155
BW4,11/7/2007,778549.0,1436649.0,5.6,"Borewell,Weavers Service centre,Vatal Nagaraj Road,Okalipuram. Pumping was,1000l",#66BD63,MULTIPOINT ((77.5677062227213 12.9829124328287)),MULTIPOINT (77.5677062227213 12.9829124328287),77.5677062227213,12.9829124328287
BW5,11/7/2007,778588.0,1436785.0,1.2,"Public borewell,Corporation quarters,5th main Okalipuram. 1hr Morning and1hr eve",#006837,MULTIPOINT ((77.5680781003913 12.9841374514837)),MULTIPOINT (77.5680781003913 12.9841374514837),77.5680781003913,12.9841374514837
BW6,11/7/2007,778627.0,1436627.0,1.2,"Openwell, House Behind Church,Ambedkar nagar. No Pumping.",#006837,MULTIPOINT ((77.5684226872455 12.982706593813)),MULTIPOINT (77.5684226872455 12.982706593813),77.5684226872455,12.982706593813
BW7,11/7/2007,778846.0,1436638.0,1.0,"Openwell, House Behind Church 1st Platform road ,Ambedkar nagar. No Pumping.",#006837,MULTIPOINT ((77.5704410514332 12.982786018111)),MULTIPOINT (77.5704410514332 12.982786018111),77.5704410514332,12.982786018111
BW8,11/7/2007,778900.0,1437010.0,1.1,"Public borewell, Hanumanthappa colony platform road. Under repair.",#006837,MULTIPOINT ((77.5709730501984 12.9861415858453)),MULTIPOINT (77.5709730501984 12.9861415858453),77.5709730501984,12.9861415858453
BW9,11/7/2007,778515.0,1436556.0,6.7,"Borewell,Railway quarters,No Pumping, New Borewell.",#66BD63,MULTIPOINT ((77.5673843975777 12.9820754025825)),MULTIPOINT (77.5673843975777 12.9820754025825),77.5673843975777,12.9820754025825
BW10,11/7/2007,779002.0,1436387.0,5.2,"Public borewell, Behind Khodays distilleries.No pumping Under repair.",#66BD63,MULTIPOINT ((77.5718547308856 12.9805043760654)),MULTIPOINT (77.5718547308856 12.9805043760654),77.5718547308856,12.9805043760654
BW11,11/7/2007,779070.0,1436637.0,4.3,"Public borewell, Laksmipura Behind B.M.T.C. Bus stand.No pumping Under repair.",#66BD63,MULTIPOINT ((77.5725043560643 12.9827565678371)),MULTIPOINT (77.5725043560643 12.9827565678371),77.5725043560643,12.9827565678371
BW12,11/8/2007,777573.0,1435640.0,4.4,"Public borewell,L.H.S.of Magadi road Pumping Fills 4 tanks.",#66BD63,MULTIPOINT ((77.5586223596513 12.9738861422976)),MULTIPOINT (77.5586223596513 12.9738861422976),77.5586223596513,12.9738861422976
BW13,11/8/2007,777629.0,1435627.0,6.8,"Public borewell,L.H.S.of Magadi road water using construction site.",#66BD63,MULTIPOINT ((77.5591369942302 12.9737636289131)),MULTIPOINT (77.5591369942302 12.9737636289131),77.5591369942302,12.9737636289131
BW14,11/8/2007,777718.0,1435581.0,10.5,"Public borewell,L.H.S.of Magadi road  pumping was on while measuring.",#D9EF8B,MULTIPOINT ((77.5599525513867 12.973340011843)),MULTIPOINT (77.5599525513867 12.973340011843),77.5599525513867,12.973340011843
